x,y,z,q0,q1,q2,q3,u,v,w,q,p,r,V_bs,l_cg,ds,dr,rpm_1,rpm_2
1.7460623678465186,2.314973150904206,1.3078981811093162,0.9942742554370022,0.00734523089193395,-0.0449193066344494,0.1029082141312395,0.6872684576146341,-0.003970978428425784,0.03566593184226885,0.029352400965697394,-0.03350122084844728,0.2339652522549619,64.0,71.0,0.12217304763960307,-0.12217304763960307,400.0,400.0
1.8128269900921923,2.3285008989055345,1.3176830087707319,0.9929851865012282,0.008450660555709595,-0.046518679211994124,0.11458586030477355,0.7111904024667519,-0.010081664361166514,0.037416274775844235,0.005047432417314552,-0.028404174924245837,0.233420391164712,65.0,72.5,0.12217304763960307,-0.12217304763960307,400.0,400.0
1.8816656047319378,2.3435226937384117,1.3281005361084308,0.991580625994777,0.008321166899747321,-0.04799761133096184,0.12616673172323006,0.7325015176635317,-0.016657949104008373,0.039234256377843425,-0.016348948421742237,-0.023929522259591364,0.23202975291047417,66.0,74.0,0.12217304763960307,-0.12217304763960307,400.0,400.0
1.9523031409907547,2.360039536443064,1.339113494546861,0.9900674303435695,0.007105639050563382,-0.049382632021900415,0.13761263665115556,0.7514426692527707,-0.02360904189107433,0.04109806916301824,-0.027555904881114684,-0.020049032862087125,0.23004466927751205,67.0,75.5,0.12217304763960307,-0.12217304763960307,400.0,400.0
2.0244909116350893,2.378044245140149,1.3506842104862835,0.9884462090499853,0.005312955515693586,-0.05064541189723335,0.14891608382165603,0.7682376558211294,-0.03082274540836857,0.0430020143137554,-0.01651513454058015,-0.016671365560677172,0.22774852325966197,68.0,77.0,0.12217304763960307,-0.12217304763960307,400.0,400.0
2.098004551038425,2.3975232090776784,1.3627754425371401,0.9867141628363287,0.004045287525452922,-0.05165191566914876,0.16011564492025127,0.7830936264881979,-0.038141277456021846,0.044996920063107376,0.01399858013653605,-0.013549366208178874,0.22523265975849974,69.0,78.5,0.12217304763960307,-0.12217304763960307,400.0,400.0
2.1726418418951243,2.4184579659882823,1.3753516837777569,0.9848749457035575,0.004262496660152523,-0.05225329131570335,0.17125035144278616,0.7962023691730327,-0.0454107343192717,0.047177356105028635,0.059054901029367425,-0.01054456555433617,0.2226037800866141,70.0,80.0,0.12217304763960307,-0.12217304763960307,400.0,400.0
2.248220722926437,2.4408261542735405,1.3883807819377296,0.9829307570230436,0.006676802182185031,-0.0523142664159928,0.1823528431237517,0.8077411338857431,-0.052493411982664995,0.04965986901765082,0.08053361319829529,-0.007607306664001286,0.21954507737601436,71.0,81.5,0.12217304763960307,-0.12217304763960307,400.0,400.0
2.324577312894113,2.4646024983491266,1.4018355444232629,0.9808844758632881,0.010126074802168445,-0.05202746889918909,0.19333883130945215,0.8178753385782261,-0.05941720392311582,0.052388338795755704,0.0597014166310281,-0.005310645930968885,0.21605617729132912,72.0,83.0,0.12217304763960307,-0.12217304763960307,400.0,400.0
2.4015644857429903,2.48975917194366,1.4156943721723152,0.9787543048524554,0.012540575737673604,-0.051820425760093235,0.20407528903394634,0.8267577323963818,-0.06633035093939443,0.055118550855646146,0.036326035199447645,-0.004446643263700747,0.21290799260735807,73.0,84.5,0.12217304763960307,-0.12217304763960307,400.0,400.0
