typeFunct,success,execution_time,numberOfVertices,total_cost,deceleration
3,1,6.238537788391113,5,35.199171565707175,0.01
3,1,8.192263126373291,3,26.16491349667114,0.1
3,1,11.673527240753174,3,42.48378196283103,1.0
3,0,27.423033714294434,0,0.0,10.0
3,0,25.274813890457153,0,0.0,0.01
3,1,22.68665862083435,4,33.3999687353229,0.1
3,1,4.02873420715332,4,21.318255074780236,1.0
3,1,4.043848752975464,4,21.318255074780236,10.0
3,1,30.47581171989441,7,1.7753726862026271,0.01
3,0,34.04113054275513,0,0.0,0.1
3,1,13.036596059799194,4,37.81847577366043,1.0
3,1,14.023575782775879,4,37.81847577366043,10.0
3,1,2.774228572845459,3,12.023094597305489,0.01
3,1,12.455703973770142,4,1.5095151175991677,0.1
3,1,3.300332546234131,3,7.166265675077041,1.0
3,1,3.1526710987091064,3,7.166265675077041,10.0
3,1,6.230044841766357,3,59.54525184643384,0.01
3,1,21.24079704284668,3,59.54525184643384,0.1
3,0,29.81454825401306,0,0.0,1.0
3,0,29.199755668640137,0,0.0,10.0
3,1,2.5340027809143066,3,2.855418731804898,0.01
3,1,2.377612352371216,3,2.295056672163834,0.1
3,1,2.1707005500793457,3,0.8826708801002188,1.0
3,1,2.144083023071289,3,0.8826708801002188,10.0
3,0,22.222365379333496,0,0.0,0.01
3,0,19.934184551239014,0,0.0,0.1
3,0,20.76149344444275,0,0.0,1.0
3,0,20.507071495056152,0,0.0,10.0
3,0,36.67620062828064,0,0.0,0.01
3,1,7.974677562713623,4,41.57915474889138,0.1
3,1,11.900484800338745,4,19.151527322593445,1.0
3,1,21.517009258270264,4,14.63041768844375,10.0
3,1,3.1466639041900635,3,10.936210005370555,0.01
3,1,6.099324941635132,4,12.564019342522991,0.1
3,1,3.324944257736206,3,7.166265675077033,1.0
3,1,3.280973434448242,3,7.166265675077033,10.0
3,1,2.2379581928253174,2,1.5098804062827642,0.01
3,1,2.1877996921539307,2,1.5098804062827642,0.1
3,1,2.3238203525543213,2,1.5098804062827642,1.0
3,1,2.2490415573120117,2,1.5098804062827642,10.0
3,0,31.228069305419922,0,0.0,0.01
3,0,30.94242024421692,0,0.0,0.1
3,1,10.56331467628479,5,29.254750918994503,1.0
3,1,12.274783849716187,5,29.254750918994503,10.0
3,0,0.5696218013763428,0,0.0,0.01
3,0,0.6413617134094238,0,0.0,0.1
3,0,0.6255226135253906,0,0.0,1.0
3,0,0.6278362274169922,0,0.0,10.0
3,1,3.577906370162964,4,78.55525383633788,0.01
3,1,9.492592096328735,4,78.55525383633788,0.1
3,0,30.84354257583618,0,0.0,1.0
3,0,29.948137283325195,0,0.0,10.0
3,1,5.838154554367065,6,2.185378545981337,0.01
3,0,32.07198095321655,0,0.0,0.1
3,1,2.0938241481781006,3,3.41909919930042,1.0
3,1,1.9511044025421143,3,3.4103868435280935,10.0
3,1,4.731255054473877,3,82.71071981911501,0.01
3,0,31.766543865203857,0,0.0,0.1
3,0,25.75841212272644,0,0.0,1.0
3,0,25.543834447860718,0,0.0,10.0
3,0,31.85602617263794,0,0.0,0.01
3,0,24.702178955078125,0,0.0,0.1
3,1,5.780776739120483,5,26.567483658097384,1.0
3,1,10.624563217163086,5,26.567483658097384,10.0
3,1,35.73826050758362,17,24.991088589111172,0.01
3,0,34.487334966659546,0,0.0,0.1
3,1,5.631225824356079,4,2.679503812354307,1.0
3,1,6.695358514785767,4,2.679503812354307,10.0
3,1,2.3399016857147217,2,2.8310892453208947,0.01
3,1,2.268742084503174,2,2.8310892453208947,0.1
3,1,2.6104393005371094,2,2.8310892453208947,1.0
3,1,2.3981659412384033,2,2.8310892453208947,10.0
3,1,2.5940613746643066,2,2.8310892453208947,0.01
3,1,2.502643585205078,2,2.8310892453208947,0.1
3,1,2.5342888832092285,2,2.8310892453208947,1.0
3,1,2.4498002529144287,2,2.8310892453208947,10.0
3,1,7.175961494445801,3,24.67577653608325,0.01
3,0,36.74841833114624,0,0.0,0.1
3,1,26.12246561050415,4,51.379782448835904,1.0
3,1,29.568275213241577,4,51.379782448835904,10.0
3,1,2.312638282775879,2,4.319105034777333,0.01
3,1,2.171834945678711,2,4.319105034777333,0.1
3,1,2.305464029312134,2,4.319105034777333,1.0
3,1,2.3008790016174316,2,4.319105034777333,10.0
3,1,18.12082839012146,14,1.9197197751634665,0.01
3,0,16.167088985443115,0,0.0,0.1
3,0,15.092086791992188,0,0.0,1.0
3,0,15.03806734085083,0,0.0,10.0
3,1,19.71810483932495,5,8.545767573513789,0.01
3,1,2.886660099029541,3,1.401791457046984,0.1
3,1,9.661375522613525,3,1.401791457046984,1.0
3,1,11.337977886199951,3,1.401791457046984,10.0
3,1,2.5219335556030273,2,2.8310892453208947,0.01
3,1,2.410600423812866,2,2.8310892453208947,0.1
3,1,2.395991802215576,2,2.8310892453208947,1.0
3,1,2.4860637187957764,2,2.8310892453208947,10.0
3,0,40.95186495780945,0,0.0,0.01
3,1,5.089913606643677,4,113.47401025304191,0.1
3,1,14.024807453155518,4,113.47401025304191,1.0
3,1,19.625223636627197,4,113.47401025304191,10.0
3,1,1.9678776264190674,2,1.781390678197298,0.01
3,1,1.9137113094329834,2,1.781390678197298,0.1
3,1,2.0243022441864014,2,1.781390678197298,1.0
3,1,1.9723594188690186,2,1.781390678197298,10.0
3,1,3.342238187789917,3,24.291438201711305,0.01
3,1,3.2613847255706787,3,0.8661008463133218,0.1
3,1,3.4178078174591064,3,0.8661008463133218,1.0
3,1,3.3841965198516846,3,0.8661008463133218,10.0
3,1,6.427682161331177,3,32.46335677620912,0.01
3,1,3.5932974815368652,4,39.84157144161919,0.1
3,1,17.76585626602173,4,39.84157144161919,1.0
3,1,25.98474931716919,4,39.84157144161919,10.0
3,1,19.586668491363525,5,8.545767573513789,0.01
3,1,18.836238861083984,5,7.005111881304247,0.1
3,1,18.053643703460693,5,3.5356604011625445,1.0
3,1,19.12549066543579,5,3.5356604011625445,10.0
3,1,2.275010824203491,2,2.8374445511274655,0.01
3,1,2.1709258556365967,2,2.8374445511274655,0.1
3,1,2.121945381164551,2,2.8374445511274655,1.0
3,1,2.2266128063201904,2,2.8374445511274655,10.0
3,0,0.8500299453735352,0,0.0,0.01
3,0,0.828404426574707,0,0.0,0.1
3,0,0.8398056030273438,0,0.0,1.0
3,0,0.8195643424987793,0,0.0,10.0
3,1,0.864630937576294,2,9.409979817129626,0.01
3,1,0.9144845008850098,2,9.409979817129626,0.1
3,1,0.9490492343902588,2,9.409979817129626,1.0
3,1,0.8955328464508057,2,9.409979817129626,10.0
3,1,3.534641742706299,4,81.86313314712845,0.01
3,1,6.208108901977539,4,81.86313314712845,0.1
3,0,32.52957820892334,0,0.0,1.0
3,0,32.855512619018555,0,0.0,10.0
3,1,25.26144790649414,5,95.6279387675128,0.01
3,1,8.743275880813599,4,70.44474725232236,0.1
3,1,7.493847846984863,4,70.44474725232236,1.0
3,1,7.956871509552002,4,70.44474725232236,10.0
3,1,3.1246683597564697,3,20.757715788248714,0.01
3,1,3.8457906246185303,3,0.8417160983257416,0.1
3,1,4.00490403175354,3,0.8417160983257416,1.0
3,1,4.0351479053497314,3,0.8417160983257416,10.0
3,1,19.40634846687317,6,51.63224317891662,0.01
3,1,13.166990518569946,4,47.229842138553074,0.1
3,0,30.4675555229187,0,0.0,1.0
3,0,29.94606614112854,0,0.0,10.0
3,1,0.7247264385223389,2,3.5440672582316632,0.01
3,1,0.7241408824920654,2,3.5440672582316632,0.1
3,1,0.7261366844177246,2,3.5440672582316632,1.0
3,1,0.7157423496246338,2,3.5440672582316632,10.0
3,1,20.577723741531372,6,48.38516182669245,0.01
3,1,5.715112209320068,4,32.46785320704415,0.1
3,0,37.758981704711914,0,0.0,1.0
3,0,32.85106325149536,0,0.0,10.0
3,1,2.0981311798095703,2,4.2907677055404445,0.01
3,1,2.2584011554718018,2,4.2907677055404445,0.1
3,1,2.1658499240875244,2,4.2907677055404445,1.0
3,1,2.156824827194214,2,4.2907677055404445,10.0
3,1,11.875389575958252,6,2.644531400700175,0.01
3,1,8.04322600364685,4,22.162919742789892,0.1
3,1,2.880751848220825,3,14.020281903483838,1.0
3,1,2.708345651626587,3,14.020281903483838,10.0
3,1,2.8295583724975586,3,16.816797610716645,0.01
3,1,3.033951997756958,3,2.332954598170243,0.1
3,1,2.9816553592681885,3,2.332954598170243,1.0
3,1,2.911109209060669,3,2.332954598170243,10.0
3,1,12.584848642349243,5,17.969799861593536,0.01
3,1,3.662306785583496,4,26.400854385258036,0.1
3,1,13.534008979797363,5,18.973695412054926,1.0
3,1,14.651560306549072,5,18.973695412054926,10.0
3,1,1.5355877876281738,2,2.7218035058376815,0.01
3,1,1.500544786453247,2,2.7218035058376815,0.1
3,1,1.520359992980957,2,2.7218035058376815,1.0
3,1,1.5301966667175293,2,2.7218035058376815,10.0
3,1,3.4969465732574463,3,16.816797610716645,0.01
3,1,3.166038990020752,3,2.332954598170243,0.1
3,1,3.0802035331726074,3,2.332954598170243,1.0
3,1,2.998582601547241,3,2.332954598170243,10.0
3,0,40.84801769256592,0,0.0,0.01
3,1,25.7324697971344,5,48.91755343194096,0.1
3,1,15.200495481491089,5,48.91755343194096,1.0
3,1,16.203420639038086,5,48.91755343194096,10.0
